label timestamp accelerometer_x accelerometer_y accelerometer_z accelerometer_avg
walking 0 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.1 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.2 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.30000000000000004 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.4 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.5 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.6 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.7 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.7999999999999999 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.8999999999999999 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 0.9999999999999999 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.0999999999999999 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.2 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.3 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.4000000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.5000000000000002 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.6000000000000003 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.7000000000000004 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.8000000000000005 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 1.9000000000000006 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.0000000000000004 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.1000000000000005 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.2000000000000006 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.3000000000000007 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.400000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.500000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.600000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.700000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.800000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 2.9000000000000012 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.0000000000000013 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.1000000000000014 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.2000000000000015 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.3000000000000016 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.4000000000000017 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.5000000000000018 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.600000000000002 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.700000000000002 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.800000000000002 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 3.900000000000002 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.000000000000002 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.100000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.200000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.300000000000001 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.4 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.5 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.6 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.699999999999999 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.799999999999999 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.899999999999999 -0.006524771 0.9378596 0.40581635 0.6230648096666667
walking 4.999999999999998 -0.006524771 0.9378596 0.40581635 0.6230648096666667
